CRESTLINE SPECIALTY INSURANCE MANAGERS — DE-IDENTIFIED POLICY BORDEREAUX
Names and transaction-level dates removed; policy identifiers replaced; analytical fields preserved.
Program Year,Policy No.,Program,Line,State,TIV ($),Written Prem ($),Collected Prem ($),Earned Prem ($),Unearned Prem ($),Deductible ($)
2022,POL-004301,Crestline Inland Marine & Equipment Program,IM,TX,"$205,000","$1,648","$1,648","$1,648",$0,"$2,500"
2022,POL-004302,Crestline Inland Marine & Equipment Program,IM,NV,"$410,000","$1,052","$1,052","$1,052",$0,"$7,500"
2022,POL-004303,Crestline Inland Marine & Equipment Program,IM,CA,"$135,000","$1,715","$1,542","$1,715",$0,"$2,500"
2022,POL-004304,Crestline Inland Marine & Equipment Program,IM,CA,"$195,000","$1,527","$1,527","$1,527",$0,"$1,000"
2022,POL-004305,Crestline Inland Marine & Equipment Program,IM,CO,"$110,000","$1,845","$1,845","$1,845",$0,"$7,500"
2022,POL-004306,Crestline Inland Marine & Equipment Program,IM,NV,"$260,000","$1,191","$1,191","$1,191",$0,"$7,500"
2022,POL-004307,Crestline Inland Marine & Equipment Program,IM,TX,"$255,000","$1,722","$1,722","$1,722",$0,"$7,500"
2022,POL-004308,Crestline Inland Marine & Equipment Program,IM,AZ,"$145,000","$1,637","$1,637","$1,637",$0,"$2,500"
2022,POL-004309,Crestline Inland Marine & Equipment Program,IM,CO,"$320,000","$1,402","$1,402","$1,402",$0,"$1,000"
2022,POL-004310,Crestline Inland Marine & Equipment Program,IM,CO,"$300,000","$1,377","$1,199","$1,377",$0,"$2,500"
2022,POL-004311,Crestline Inland Marine & Equipment Program,IM,TX,"$280,000","$1,123",$932,"$1,123",$0,"$7,500"
2022,POL-004312,Crestline Inland Marine & Equipment Program,IM,TX,"$255,000","$1,816","$1,816","$1,816",$0,"$7,500"
2022,POL-004313,Crestline Inland Marine & Equipment Program,IM,AZ,"$145,000","$1,309","$1,309","$1,309",$0,"$5,000"
2022,POL-004314,Crestline Inland Marine & Equipment Program,IM,OR,"$115,000","$1,804","$1,617","$1,804",$0,"$5,000"
2022,POL-004315,Crestline Inland Marine & Equipment Program,IM,NV,"$290,000","$1,681","$1,681","$1,681",$0,"$7,500"
2022,POL-004316,Crestline Inland Marine & Equipment Program,IM,NV,"$270,000","$1,606","$1,452","$1,606",$0,"$7,500"
2022,POL-004317,Crestline Inland Marine & Equipment Program,IM,CA,"$85,000","$1,254","$1,254","$1,254",$0,"$2,500"
2022,POL-004318,Crestline Inland Marine & Equipment Program,IM,CA,"$245,000","$1,107","$1,107","$1,107",$0,"$2,500"
2022,POL-004319,Crestline Inland Marine & Equipment Program,IM,NV,"$225,000","$1,338","$1,338","$1,338",$0,"$5,000"
2022,POL-004320,Crestline Inland Marine & Equipment Program,IM,NV,"$85,000","$1,049","$1,049","$1,049",$0,"$2,500"
2022,POL-004321,Crestline Inland Marine & Equipment Program,IM,CO,"$130,000","$1,113","$1,113","$1,113",$0,"$5,000"
2022,POL-004322,Crestline Inland Marine & Equipment Program,IM,CO,"$390,000","$1,050","$1,050","$1,050",$0,"$5,000"
2022,POL-004323,Crestline Inland Marine & Equipment Program,IM,CA,"$415,000","$1,707","$1,707","$1,707",$0,"$2,500"
2022,POL-004324,Crestline Inland Marine & Equipment Program,IM,TX,"$105,000","$1,642","$1,642","$1,642",$0,"$1,000"
2022,POL-004325,Crestline Inland Marine & Equipment Program,IM,CA,"$240,000","$1,839","$1,839","$1,839",$0,"$1,000"
2022,POL-004326,Crestline Inland Marine & Equipment Program,IM,NV,"$105,000","$1,666","$1,666","$1,666",$0,"$1,000"
2022,POL-004327,Crestline Inland Marine & Equipment Program,IM,CA,"$160,000","$1,255","$1,255","$1,255",$0,"$2,500"
2022,POL-004328,Crestline Inland Marine & Equipment Program,IM,TX,"$185,000","$1,578","$1,578","$1,578",$0,"$2,500"
2022,POL-004329,Crestline Inland Marine & Equipment Program,IM,CA,"$400,000","$1,512","$1,512","$1,512",$0,"$2,500"
2022,POL-004330,Crestline Inland Marine & Equipment Program,IM,CA,"$95,000","$1,801","$1,801","$1,801",$0,"$5,000"
2022,POL-004331,Crestline Inland Marine & Equipment Program,IM,TX,"$370,000","$1,222","$1,222","$1,222",$0,"$1,000"
2022,POL-004332,Crestline Inland Marine & Equipment Program,IM,CO,"$420,000","$1,229","$1,229","$1,229",$0,"$5,000"
2022,POL-004333,Crestline Inland Marine & Equipment Program,IM,AZ,"$365,000","$1,132","$1,132","$1,132",$0,"$2,500"
2022,POL-004334,Crestline Inland Marine & Equipment Program,IM,AZ,"$340,000","$1,477","$1,477","$1,477",$0,"$7,500"
2022,POL-004335,Crestline Inland Marine & Equipment Program,IM,AZ,"$105,000","$1,306","$1,306","$1,306",$0,"$2,500"
2022,POL-004336,Crestline Inland Marine & Equipment Program,IM,AZ,"$305,000","$1,588","$1,588","$1,588",$0,"$7,500"
2022,POL-004337,Crestline Inland Marine & Equipment Program,IM,AZ,"$195,000","$1,208","$1,208","$1,208",$0,"$1,000"
2022,POL-004338,Crestline Inland Marine & Equipment Program,IM,CA,"$240,000","$1,078","$1,078","$1,078",$0,"$7,500"
2022,POL-004339,Crestline Inland Marine & Equipment Program,IM,NV,"$90,000","$1,729","$1,729","$1,729",$0,"$5,000"
2022,POL-004340,Crestline Inland Marine & Equipment Program,IM,OR,"$255,000","$1,507","$1,507","$1,507",$0,"$7,500"
2022,POL-004341,Crestline Inland Marine & Equipment Program,IM,AZ,"$175,000","$1,227","$1,227","$1,227",$0,"$7,500"
2022,POL-004342,Crestline Inland Marine & Equipment Program,IM,OR,"$190,000","$1,355","$1,355","$1,355",$0,"$2,500"
2022,POL-004343,Crestline Inland Marine & Equipment Program,IM,CA,"$335,000","$1,225","$1,225","$1,225",$0,"$5,000"
2022,POL-004344,Crestline Inland Marine & Equipment Program,IM,OR,"$365,000","$1,794","$1,597","$1,794",$0,"$2,500"
2022,POL-004345,Crestline Inland Marine & Equipment Program,IM,CA,"$325,000","$1,262","$1,262","$1,262",$0,"$2,500"
2022,POL-004346,Crestline Inland Marine & Equipment Program,IM,CO,"$215,000","$1,600","$1,600","$1,600",$0,"$5,000"
2023,POL-000942,Crestline Dwelling Fire Program,DF,CA,"$495,000",$778,$778,$580,$198,"$2,500"
2023,POL-000943,Crestline Dwelling Fire Program,DF,AZ,"$375,000",$929,$790,$888,$41,"$2,500"
2023,POL-000944,Crestline Dwelling Fire Program,DF,FL,"$400,000","$1,286","$1,286","$1,026",$260,"$2,500"
2023,POL-000945,Crestline Dwelling Fire Program,DF,CA,"$195,000",$896,$896,$756,$140,"$1,000"
2023,POL-000946,Crestline Dwelling Fire Program,DF,CA,"$155,000","$1,159","$1,159","$1,102",$57,"$2,500"
2023,POL-000947,Crestline Dwelling Fire Program,DF,FL,"$320,000",$950,$950,$664,$286,"$5,000"
2023,POL-000948,Crestline Dwelling Fire Program,DF,TX,"$475,000","$1,048","$1,048",$902,$146,"$1,000"
2023,POL-000949,Crestline Dwelling Fire Program,DF,CA,"$480,000","$1,313","$1,313",$890,$423,"$5,000"
2023,POL-000950,Crestline Dwelling Fire Program,DF,CA,"$405,000","$1,245","$1,245",$793,$452,"$1,000"
2023,POL-000951,Crestline Dwelling Fire Program,DF,FL,"$260,000",$955,$955,$796,$159,"$1,000"
2023,POL-000952,Crestline Dwelling Fire Program,DF,TX,"$280,000","$1,020","$1,020",$594,$426,"$1,000"
2023,POL-000953,Crestline Dwelling Fire Program,DF,NV,"$345,000","$1,049","$1,049",$189,$860,"$5,000"
2023,POL-000954,Crestline Dwelling Fire Program,DF,FL,"$275,000","$1,177","$1,177","$1,113",$64,"$1,000"
2023,POL-000955,Crestline Dwelling Fire Program,DF,GA,"$145,000","$1,170","$1,170",$473,$697,"$1,000"
2023,POL-000956,Crestline Dwelling Fire Program,DF,GA,"$310,000","$1,138","$1,138",$553,$585,"$5,000"
2023,POL-000957,Crestline Dwelling Fire Program,DF,CA,"$260,000","$1,298","$1,298",$706,$592,"$2,500"
2023,POL-000958,Crestline Dwelling Fire Program,DF,AZ,"$360,000","$1,290","$1,290",$515,$775,"$2,500"
2023,POL-000959,Crestline Dwelling Fire Program,DF,TX,"$245,000","$1,090","$1,090",$286,$804,"$1,000"
2023,POL-000960,Crestline Dwelling Fire Program,DF,TX,"$380,000",$817,$817,$424,$393,"$2,500"
2023,POL-000961,Crestline Dwelling Fire Program,DF,TX,"$325,000","$1,308","$1,308",$325,$983,"$2,500"
2023,POL-000962,Crestline Dwelling Fire Program,DF,CA,"$515,000","$1,083","$1,083",$172,$911,"$2,500"
2023,POL-000963,Crestline Dwelling Fire Program,DF,GA,"$565,000","$1,316","$1,316","$1,089",$227,"$2,500"
2023,POL-000964,Crestline Dwelling Fire Program,DF,GA,"$505,000","$1,257","$1,257","$1,240",$17,"$1,000"
2023,POL-000965,Crestline Dwelling Fire Program,DF,CA,"$330,000","$1,174","$1,174",$122,"$1,052","$2,500"
2023,POL-000966,Crestline Dwelling Fire Program,DF,CA,"$360,000","$1,129",$980,$839,$290,"$5,000"
2023,POL-000967,Crestline Dwelling Fire Program,DF,FL,"$465,000","$1,200","$1,200",$95,"$1,105","$5,000"
2023,POL-000968,Crestline Dwelling Fire Program,DF,FL,"$310,000","$1,111","$1,111",$622,$489,"$2,500"
2023,POL-000969,Crestline Dwelling Fire Program,DF,AZ,"$330,000","$1,269","$1,269",$638,$631,"$1,000"
2023,POL-000970,Crestline Dwelling Fire Program,DF,TX,"$230,000",$934,$934,$454,$480,"$1,000"
2023,POL-000971,Crestline Dwelling Fire Program,DF,AZ,"$475,000","$1,031","$1,031",$400,$631,"$2,500"
2023,POL-000972,Crestline Dwelling Fire Program,DF,TX,"$525,000",$975,$975,$202,$773,"$1,000"
2023,POL-000973,Crestline Dwelling Fire Program,DF,NV,"$580,000","$1,146","$1,146",$995,$151,"$1,000"
2023,POL-000974,Crestline Dwelling Fire Program,DF,FL,"$245,000",$968,$968,$587,$381,"$5,000"
2023,POL-000975,Crestline Dwelling Fire Program,DF,CA,"$435,000",$766,$766,$174,$592,"$1,000"
2023,POL-000976,Crestline Dwelling Fire Program,DF,GA,"$310,000","$1,121","$1,014",$481,$640,"$2,500"
2023,POL-000977,Crestline Dwelling Fire Program,DF,AZ,"$470,000",$880,$880,$72,$808,"$1,000"
2023,POL-000978,Crestline Dwelling Fire Program,DF,GA,"$160,000","$1,233","$1,233","$1,186",$47,"$5,000"
2023,POL-000979,Crestline Dwelling Fire Program,DF,NV,"$450,000","$1,309","$1,309",$544,$765,"$2,500"
2023,POL-000980,Crestline Dwelling Fire Program,DF,AZ,"$145,000",$853,$853,$664,$189,"$2,500"
2023,POL-000981,Crestline Dwelling Fire Program,DF,FL,"$555,000","$1,114","$1,114",$180,$934,"$2,500"
2023,POL-000982,Crestline Dwelling Fire Program,DF,TX,"$290,000","$1,245","$1,245",$405,$840,"$1,000"
2023,POL-000983,Crestline Dwelling Fire Program,DF,TX,"$155,000","$1,046","$1,046",$829,$217,"$1,000"
2023,POL-000984,Crestline Dwelling Fire Program,DF,TX,"$270,000","$1,046","$1,046",$606,$440,"$5,000"
2023,POL-000985,Crestline Dwelling Fire Program,DF,NV,"$500,000",$787,$787,$280,$507,"$5,000"
2023,POL-000986,Crestline Dwelling Fire Program,DF,CA,"$240,000","$1,067","$1,067",$878,$189,"$5,000"
2023,POL-000987,Crestline Dwelling Fire Program,DF,CA,"$215,000",$830,$708,$640,$190,"$1,000"
2023,POL-000988,Crestline Dwelling Fire Program,DF,FL,"$165,000","$1,000","$1,000",$951,$49,"$1,000"
2023,POL-000989,Crestline Dwelling Fire Program,DF,CA,"$380,000","$1,071","$1,071",$178,$893,"$1,000"
2023,POL-000990,Crestline Dwelling Fire Program,DF,CA,"$340,000","$1,205","$1,087",$477,$728,"$2,500"
2023,POL-000991,Crestline Dwelling Fire Program,DF,CA,"$350,000","$1,108","$1,108",$342,$766,"$5,000"
2023,POL-000992,Crestline Dwelling Fire Program,DF,GA,"$505,000","$1,196","$1,196","$1,039",$157,"$2,500"
2023,POL-000993,Crestline Dwelling Fire Program,DF,GA,"$510,000",$838,$838,$321,$517,"$1,000"
2023,POL-000994,Crestline Dwelling Fire Program,DF,CA,"$360,000","$1,304","$1,304",$566,$738,"$2,500"
2023,POL-000995,Crestline Dwelling Fire Program,DF,TX,"$165,000","$1,082","$1,082",$272,$810,"$2,500"
2023,POL-000996,Crestline Dwelling Fire Program,DF,NV,"$535,000","$1,193","$1,193",$665,$528,"$2,500"
2023,POL-000997,Crestline Dwelling Fire Program,DF,GA,"$450,000","$1,099","$1,099",$637,$462,"$5,000"
2023,POL-000998,Crestline Dwelling Fire Program,DF,FL,"$175,000","$1,086","$1,086",$792,$294,"$2,500"
2023,POL-000999,Crestline Dwelling Fire Program,DF,TX,"$310,000","$1,207","$1,207",$877,$330,"$5,000"
2023,POL-001000,Crestline Dwelling Fire Program,DF,TX,"$250,000",$769,$769,$109,$660,"$1,000"
2023,POL-001001,Crestline Dwelling Fire Program,DF,TX,"$140,000","$1,125","$1,125",$732,$393,"$5,000"
2023,POL-001002,Crestline Dwelling Fire Program,DF,FL,"$450,000",$810,$810,$458,$352,"$5,000"
2023,POL-001003,Crestline Dwelling Fire Program,DF,GA,"$360,000","$1,282","$1,282",$813,$469,"$5,000"
2023,POL-001004,Crestline Dwelling Fire Program,DF,TX,"$295,000",$730,$730,$421,$309,"$1,000"
2023,POL-001005,Crestline Dwelling Fire Program,DF,NV,"$545,000",$949,$949,$371,$578,"$1,000"
2023,POL-001006,Crestline Dwelling Fire Program,DF,AZ,"$485,000",$772,$772,$17,$755,"$1,000"
2023,POL-001007,Crestline Dwelling Fire Program,DF,NV,"$240,000","$1,181","$1,181",$752,$429,"$5,000"
2023,POL-001008,Crestline Dwelling Fire Program,DF,GA,"$245,000",$824,$824,$680,$144,"$5,000"
2023,POL-001009,Crestline Dwelling Fire Program,DF,CA,"$430,000",$717,$717,$451,$266,"$2,500"
2023,POL-001010,Crestline Dwelling Fire Program,DF,GA,"$320,000",$807,$807,$304,$503,"$2,500"
2023,POL-001011,Crestline Dwelling Fire Program,DF,CA,"$550,000","$1,068","$1,068",$572,$496,"$1,000"
2023,POL-001012,Crestline Dwelling Fire Program,DF,CA,"$530,000",$936,$936,$673,$263,"$2,500"
2023,POL-001013,Crestline Dwelling Fire Program,DF,TX,"$260,000",$846,$846,$687,$159,"$2,500"
2023,POL-001014,Crestline Dwelling Fire Program,DF,FL,"$550,000","$1,281","$1,281","$1,137",$144,"$5,000"
2023,POL-001015,Crestline Dwelling Fire Program,DF,CA,"$160,000",$861,$861,$463,$398,"$2,500"
2023,POL-001016,Crestline Dwelling Fire Program,DF,CA,"$355,000","$1,218","$1,218",$582,$636,"$5,000"
2023,POL-001017,Crestline Dwelling Fire Program,DF,FL,"$560,000","$1,103","$1,103",$84,"$1,019","$2,500"
2023,POL-001018,Crestline Dwelling Fire Program,DF,CA,"$520,000","$1,133","$1,133","$1,124",$9,"$5,000"
2023,POL-001019,Crestline Dwelling Fire Program,DF,AZ,"$290,000","$1,128","$1,128",$413,$715,"$5,000"
2023,POL-001020,Crestline Dwelling Fire Program,DF,AZ,"$565,000",$891,$891,$404,$487,"$5,000"
2023,POL-001021,Crestline Dwelling Fire Program,DF,GA,"$330,000",$716,$716,$282,$434,"$2,500"
2023,POL-001022,Crestline Dwelling Fire Program,DF,AZ,"$545,000","$1,052","$1,052",$811,$241,"$2,500"
2023,POL-001023,Crestline Dwelling Fire Program,DF,AZ,"$470,000",$762,$630,$623,$139,"$5,000"
2023,POL-001024,Crestline Dwelling Fire Program,DF,CA,"$195,000","$1,010","$1,010",$284,$726,"$2,500"
2023,POL-001025,Crestline Dwelling Fire Program,DF,TX,"$560,000",$826,$826,$546,$280,"$1,000"
2023,POL-001026,Crestline Dwelling Fire Program,DF,GA,"$530,000",$788,$788,$90,$698,"$5,000"
2023,POL-001027,Crestline Dwelling Fire Program,DF,GA,"$505,000","$1,077",$920,$827,$250,"$2,500"
2023,POL-001028,Crestline Dwelling Fire Program,DF,TX,"$565,000",$974,$974,$862,$112,"$2,500"
2023,POL-001029,Crestline Dwelling Fire Program,DF,TX,"$480,000",$828,$828,$482,$346,"$5,000"
2023,POL-001030,Crestline Dwelling Fire Program,DF,AZ,"$230,000","$1,223","$1,223","$1,193",$30,"$2,500"
2023,POL-001031,Crestline Dwelling Fire Program,DF,GA,"$550,000",$825,$825,$286,$539,"$2,500"
2023,POL-001032,Crestline Dwelling Fire Program,DF,NV,"$385,000",$926,$926,$600,$326,"$5,000"
2023,POL-001033,Crestline Dwelling Fire Program,DF,TX,"$255,000",$724,$724,$200,$524,"$1,000"
2023,POL-001034,Crestline Dwelling Fire Program,DF,TX,"$435,000","$1,232","$1,232",$478,$754,"$1,000"
2023,POL-001035,Crestline Dwelling Fire Program,DF,CA,"$390,000",$863,$863,$856,$7,"$1,000"
2023,POL-001036,Crestline Dwelling Fire Program,DF,NV,"$370,000","$1,119","$1,119",$514,$605,"$1,000"
2023,POL-001037,Crestline Dwelling Fire Program,DF,NV,"$255,000",$992,$992,$84,$908,"$1,000"
2023,POL-001038,Crestline Dwelling Fire Program,DF,FL,"$350,000","$1,102","$1,102","$1,033",$69,"$5,000"
2023,POL-001039,Crestline Dwelling Fire Program,DF,GA,"$260,000",$957,$957,$716,$241,"$5,000"
2023,POL-001040,Crestline Dwelling Fire Program,DF,NV,"$165,000","$1,065","$1,065",$585,$480,"$1,000"
2023,POL-001041,Crestline Dwelling Fire Program,DF,CA,"$565,000","$1,135","$1,135",$812,$323,"$5,000"
2023,POL-001042,Crestline Dwelling Fire Program,DF,NV,"$245,000",$718,$718,$696,$22,"$5,000"
2023,POL-001043,Crestline Dwelling Fire Program,DF,CA,"$370,000",$717,$596,$654,$63,"$1,000"
2023,POL-001044,Crestline Dwelling Fire Program,DF,CA,"$515,000",$778,$778,$644,$134,"$2,500"
2023,POL-001045,Crestline Dwelling Fire Program,DF,FL,"$320,000","$1,069","$1,069",$564,$505,"$2,500"
2023,POL-001046,Crestline Dwelling Fire Program,DF,AZ,"$320,000","$1,323","$1,323",$358,$965,"$1,000"
2023,POL-001047,Crestline Dwelling Fire Program,DF,FL,"$260,000","$1,171","$1,052",$70,"$1,101","$5,000"
2023,POL-001048,Crestline Dwelling Fire Program,DF,GA,"$330,000","$1,295","$1,295",$262,"$1,033","$5,000"
2023,POL-001049,Crestline Dwelling Fire Program,DF,NV,"$580,000",$943,$943,$696,$247,"$5,000"
2023,POL-001050,Crestline Dwelling Fire Program,DF,NV,"$450,000",$923,$923,$593,$330,"$5,000"
2023,POL-001051,Crestline Dwelling Fire Program,DF,NV,"$150,000","$1,300","$1,300",$561,$739,"$1,000"
2023,POL-001052,Crestline Dwelling Fire Program,DF,GA,"$540,000",$843,$689,$645,$198,"$5,000"
2023,POL-001053,Crestline Dwelling Fire Program,DF,NV,"$385,000","$1,177","$1,177",$187,$990,"$2,500"
2023,POL-001054,Crestline Dwelling Fire Program,DF,NV,"$460,000","$1,287","$1,287",$461,$826,"$2,500"
2023,POL-001055,Crestline Dwelling Fire Program,DF,GA,"$170,000","$1,233","$1,233",$340,$893,"$1,000"
2023,POL-001056,Crestline Dwelling Fire Program,DF,NV,"$260,000","$1,037","$1,037",$856,$181,"$5,000"
2023,POL-001057,Crestline Dwelling Fire Program,DF,CA,"$435,000",$871,$871,$583,$288,"$5,000"
2023,POL-001058,Crestline Dwelling Fire Program,DF,AZ,"$330,000",$847,$847,$808,$39,"$2,500"
2023,POL-001059,Crestline Dwelling Fire Program,DF,CA,"$380,000","$1,241","$1,241",$675,$566,"$5,000"
2023,POL-001060,Crestline Dwelling Fire Program,DF,NV,"$380,000","$1,269","$1,269",$895,$374,"$2,500"
2023,POL-001061,Crestline Dwelling Fire Program,DF,GA,"$445,000","$1,007",$860,$39,$968,"$2,500"
2023,POL-001062,Crestline Dwelling Fire Program,DF,TX,"$425,000",$941,$941,$298,$643,"$1,000"
2023,POL-001063,Crestline Dwelling Fire Program,DF,NV,"$245,000",$758,$758,$667,$91,"$2,500"
2023,POL-001064,Crestline Dwelling Fire Program,DF,TX,"$270,000",$887,$887,$12,$875,"$2,500"
2023,POL-001065,Crestline Dwelling Fire Program,DF,NV,"$525,000","$1,015","$1,015",$519,$496,"$2,500"
2023,POL-001066,Crestline Dwelling Fire Program,DF,TX,"$240,000",$979,$979,$313,$666,"$5,000"
2023,POL-001067,Crestline Dwelling Fire Program,DF,AZ,"$150,000",$784,$784,$296,$488,"$5,000"
2023,POL-001068,Crestline Dwelling Fire Program,DF,AZ,"$250,000",$998,$998,$597,$401,"$5,000"
2023,POL-001069,Crestline Dwelling Fire Program,DF,FL,"$460,000","$1,096","$1,096",$889,$207,"$1,000"
2023,POL-001070,Crestline Dwelling Fire Program,DF,FL,"$385,000","$1,262","$1,262",$945,$317,"$5,000"
2023,POL-001071,Crestline Dwelling Fire Program,DF,CA,"$275,000","$1,135",$983,$47,"$1,088","$5,000"
2023,POL-001072,Crestline Dwelling Fire Program,DF,GA,"$290,000",$990,$990,$506,$484,"$1,000"
2023,POL-001073,Crestline Dwelling Fire Program,DF,GA,"$445,000",$795,$795,$278,$517,"$5,000"
2023,POL-001074,Crestline Dwelling Fire Program,DF,TX,"$400,000",$799,$799,$157,$642,"$1,000"
2023,POL-001075,Crestline Dwelling Fire Program,DF,AZ,"$305,000","$1,305","$1,305",$346,$959,"$2,500"
2023,POL-001076,Crestline Dwelling Fire Program,DF,TX,"$390,000","$1,267","$1,267","$1,066",$201,"$1,000"
2023,POL-001077,Crestline Dwelling Fire Program,DF,TX,"$490,000","$1,229","$1,229",$981,$248,"$1,000"
2023,POL-001078,Crestline Dwelling Fire Program,DF,AZ,"$330,000",$746,$746,$226,$520,"$5,000"
2023,POL-001079,Crestline Dwelling Fire Program,DF,GA,"$405,000","$1,094",$965,$852,$242,"$5,000"
2023,POL-001080,Crestline Dwelling Fire Program,DF,GA,"$210,000","$1,115","$1,115","$1,103",$12,"$5,000"
2023,POL-001081,Crestline Dwelling Fire Program,DF,CA,"$540,000","$1,161","$1,161","$1,091",$70,"$2,500"
2023,POL-001082,Crestline Dwelling Fire Program,DF,NV,"$140,000","$1,031","$1,031",$307,$724,"$1,000"
2023,POL-001083,Crestline Dwelling Fire Program,DF,AZ,"$230,000","$1,240","$1,240",$136,"$1,104","$1,000"
2023,POL-001084,Crestline Dwelling Fire Program,DF,FL,"$290,000","$1,047","$1,047",$469,$578,"$5,000"
2023,POL-001085,Crestline Dwelling Fire Program,DF,CA,"$160,000","$1,158","$1,158",$693,$465,"$1,000"
2023,POL-001086,Crestline Dwelling Fire Program,DF,NV,"$510,000",$886,$886,$157,$729,"$5,000"
2023,POL-001087,Crestline Dwelling Fire Program,DF,TX,"$465,000","$1,149","$1,149",$534,$615,"$5,000"
2023,POL-001088,Crestline Dwelling Fire Program,DF,CA,"$140,000","$1,106","$1,106","$1,064",$42,"$1,000"
2023,POL-001089,Crestline Dwelling Fire Program,DF,CA,"$200,000",$823,$823,$128,$695,"$1,000"
2023,POL-001090,Crestline Dwelling Fire Program,DF,GA,"$500,000",$839,$839,$415,$424,"$1,000"
2023,POL-001091,Crestline Dwelling Fire Program,DF,TX,"$525,000",$783,$783,$79,$704,"$5,000"
2023,POL-001092,Crestline Dwelling Fire Program,DF,AZ,"$465,000","$1,121","$1,121",$496,$625,"$2,500"
2023,POL-001093,Crestline Dwelling Fire Program,DF,CA,"$485,000",$721,$721,$195,$526,"$1,000"
2023,POL-001094,Crestline Dwelling Fire Program,DF,CA,"$195,000",$942,$942,$350,$592,"$2,500"
2023,POL-001095,Crestline Dwelling Fire Program,DF,TX,"$430,000","$1,080",$964,"$1,074",$6,"$1,000"
2023,POL-001096,Crestline Dwelling Fire Program,DF,TX,"$450,000","$1,148","$1,148",$207,$941,"$5,000"
2023,POL-001097,Crestline Dwelling Fire Program,DF,TX,"$475,000",$822,$822,$467,$355,"$5,000"
2023,POL-001098,Crestline Dwelling Fire Program,DF,CA,"$275,000","$1,140","$1,140",$252,$888,"$5,000"
2023,POL-001099,Crestline Dwelling Fire Program,DF,AZ,"$340,000","$1,047","$1,047",$117,$930,"$1,000"
2023,POL-001100,Crestline Dwelling Fire Program,DF,GA,"$430,000",$798,$798,$763,$35,"$2,500"
2023,POL-001101,Crestline Dwelling Fire Program,DF,FL,"$475,000","$1,163","$1,163",$140,"$1,023","$5,000"
2023,POL-001102,Crestline Dwelling Fire Program,DF,TX,"$215,000",$927,$927,$782,$145,"$1,000"
2023,POL-001103,Crestline Dwelling Fire Program,DF,GA,"$555,000","$1,148","$1,148","$1,003",$145,"$2,500"
2023,POL-001104,Crestline Dwelling Fire Program,DF,CA,"$510,000",$948,$948,$604,$344,"$5,000"
2023,POL-001105,Crestline Dwelling Fire Program,DF,CA,"$375,000",$934,$934,$477,$457,"$5,000"
2023,POL-001106,Crestline Dwelling Fire Program,DF,NV,"$360,000","$1,114","$1,114",$326,$788,"$1,000"
2023,POL-001107,Crestline Dwelling Fire Program,DF,TX,"$185,000",$740,$740,$651,$89,"$1,000"
2023,POL-001108,Crestline Dwelling Fire Program,DF,GA,"$455,000",$814,$814,$182,$632,"$1,000"
2023,POL-001109,Crestline Dwelling Fire Program,DF,NV,"$540,000",$848,$848,$58,$790,"$5,000"
2023,POL-001110,Crestline Dwelling Fire Program,DF,CA,"$225,000",$774,$774,$607,$167,"$5,000"
2023,POL-001111,Crestline Dwelling Fire Program,DF,TX,"$405,000",$999,$999,$319,$680,"$1,000"
2023,POL-001112,Crestline Dwelling Fire Program,DF,CA,"$165,000",$925,$925,$88,$837,"$5,000"
2023,POL-001113,Crestline Dwelling Fire Program,DF,AZ,"$395,000",$891,$891,$370,$521,"$1,000"
2023,POL-001114,Crestline Dwelling Fire Program,DF,GA,"$185,000","$1,037","$1,037",$295,$742,"$2,500"
2023,POL-001115,Crestline Dwelling Fire Program,DF,TX,"$560,000","$1,267","$1,267",$346,$921,"$2,500"
2023,POL-001116,Crestline Dwelling Fire Program,DF,CA,"$160,000",$845,$845,$277,$568,"$1,000"
2023,POL-001117,Crestline Dwelling Fire Program,DF,NV,"$150,000","$1,258","$1,258",$86,"$1,172","$1,000"
2023,POL-001118,Crestline Dwelling Fire Program,DF,GA,"$380,000","$1,015","$1,015",$782,$233,"$1,000"
2023,POL-001119,Crestline Dwelling Fire Program,DF,TX,"$420,000",$730,$730,$289,$441,"$5,000"
2023,POL-001120,Crestline Dwelling Fire Program,DF,CA,"$505,000","$1,171","$1,171",$605,$566,"$1,000"
2023,POL-001121,Crestline Dwelling Fire Program,DF,CA,"$145,000",$764,$764,$211,$553,"$1,000"
2023,POL-001122,Crestline Dwelling Fire Program,DF,TX,"$190,000",$986,$986,$883,$103,"$2,500"
2023,POL-001123,Crestline Dwelling Fire Program,DF,FL,"$315,000",$780,$780,$482,$298,"$5,000"
2023,POL-003225,Crestline Homeowners Protection Program,HO,TX,"$585,000","$1,030","$1,030",$903,$127,"$5,000"
2023,POL-003226,Crestline Homeowners Protection Program,HO,FL,"$595,000","$1,042","$1,042",$214,$828,"$1,000"
2023,POL-003227,Crestline Homeowners Protection Program,HO,AZ,"$570,000","$1,185","$1,185",$563,$622,"$2,500"
2023,POL-003228,Crestline Homeowners Protection Program,HO,TX,"$490,000","$1,117","$1,117",$894,$223,"$2,500"
2023,POL-003229,Crestline Homeowners Protection Program,HO,FL,"$200,000","$1,131","$1,131",$954,$177,"$2,500"
2023,POL-003230,Crestline Homeowners Protection Program,HO,CA,"$570,000",$868,$698,$842,$26,"$2,500"
2023,POL-003231,Crestline Homeowners Protection Program,HO,AZ,"$280,000","$1,307","$1,307",$307,"$1,000","$5,000"
